"Ausgangsjahr","Gesetz_Nummer","Gesetz_Abk","Reihenfolge_Titel","Titel","Reihenfolge_Haupttitel","Haupttitel","Artikel","Tatbestand","Straftaten_total","Straftaten_vollendet","Straftaten_versucht","Einwohner","Häufigkeitszahl"
2015,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,122,Schwere Körperverletzung,204,102,102,1446354,0.1
2015,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,123,Einfache Körperverletzung,1239,1176,63,1446354,0.9
2015,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,124,Verstümmelung weiblicher Genitalien,0,0,0,1446354,0
2015,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,125,Fahrlässige Körperverletzung,175,174,1,1446354,0.1
2015,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,126,Tätlichkeiten,2378,2378,0,1446354,1.6
2015,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,127,Aussetzung,1,1,0,1446354,0
2015,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,128,Unterlassung der Nothilfe,15,15,0,1446354,0
2015,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,128bis,Falscher Alarm,21,21,0,1446354,0
2015,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,129,Gefährdung des Lebens,108,103,5,1446354,0.1
2015,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,133,Raufhandel,187,187,0,1446354,0.1
2015,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,134,Angriff,409,407,2,1446354,0.3
2015,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,135,Gewaltdarstellungen,22,22,0,1446354,0
2015,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,136,Verabreichen gesundheitsgefährdender Stoffe an Kinder,12,12,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,137,Unrechtmässige Aneignung inkl. geringfügig,1080,1068,12,1446354,0.7
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,138,Veruntreuung inkl. geringfügig,455,444,11,1446354,0.3
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Diebstahl inkl. geringfügig,10996,10918,78,1446354,7.6
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Einbruchdiebstahl,7799,4655,3144,1446354,5.4
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Einschleichdiebstahl,1700,1595,105,1446354,1.2
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Entreissdiebstahl,413,401,12,1446354,0.3
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Ladendiebstahl inkl. geringfügig,2879,2850,29,1446354,2
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Taschendiebstahl,5236,5215,21,1446354,3.6
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Trickdiebstahl,640,612,28,1446354,0.4
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Hausgenossendiebstahl inkl. geringfügig,41,41,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Fahrzeugeinbruchdiebstahl inkl. geringfügig,1214,932,282,1446354,0.8
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Fahrzeugdiebstahl,7613,7550,63,1446354,5.3
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Diebstahl ab/aus Fahrzeug inkl. geringfügig,792,754,38,1446354,0.5
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,140,Raub,416,330,86,1446354,0.3
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,141,Sachentziehung inkl. geringfügig,158,158,0,1446354,0.1
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,141bis,Unrechtmässige Verwendung von Vermögenswerten,6,6,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,142,Unrechtmässige Entziehung von Energie,5,5,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,143,Unbefugte Datenbeschaffung,111,102,9,1446354,0.1
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,143bis,Unbefugtes Eindringen in ein Datenverarbeitungssystem,59,58,1,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,144,Sachbeschädigung inkl. geringfügig,9304,9294,10,1446354,6.4
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,144,Sachbeschädigung und Diebstahl,8777,8773,4,1446354,6.1
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,144,Datenbeschädigung inkl. geringfügig,57,54,3,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,145,Veruntreuung und Entzug von Pfandsachen und Retentionsgegeständen,0,0,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,146,Betrug inkl. geringfügig,1874,1553,321,1446354,1.3
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,146,Darlehensbetrug inkl. geringfügig,48,45,3,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,146,Kreditbetrug inkl. geringfügig,27,16,11,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,146,Vorschussbetrug inkl. geringfügig,61,58,3,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,146,Geldwechselbetrug inkl. geringfügig,43,36,7,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,146,Betrug b. Waren inkl. geringfügig,632,596,36,1446354,0.4
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,146,Betrug beim Fahrzeugerheben,14,14,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,146,Versicherungsbetrug,41,20,21,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,146,Checkbetrug inkl. geringfügig,6,2,4,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,146,Spielbetrug inkl. geringfügig,0,0,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,146,Hotelbetrug inkl. geringfügig,8,8,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,147,Betrügerischer Missbrauch einer Datenverarbeitungsanlage inkl. geringfügig,851,657,194,1446354,0.6
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,148,Check- und Kreditkartenmissbrauch inkl. geringfügig,49,46,3,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,149,Zechprellerei inkl. geringfügig,36,36,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,150,Erschleichen einer Leistung,165,160,5,1446354,0.1
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,150bis,Herstellen/Inverkehrbringen von Materialien zur unbefungten Entschlüsselung codierter Angebote,1,1,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,151,Arglistige Vermögensschädigung,15,10,5,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,152,Unwahre Angaben über kaufmännische Gewerbe,0,0,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,153,Unwahre Angaben gegenüber Handelsregisterbehörden,5,5,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,155,Warenfälschung,22,22,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,156,Erpressung,127,68,59,1446354,0.1
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,157,Wucher,21,18,3,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,158,Ungetreue Geschäftsbesorgung inkl. geringfügig,83,83,0,1446354,0.1
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,159,Missbrauch Lohnabzüge inkl. geringfügig,7,7,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,160,Hehlerei inkl. geringfügig,188,188,0,1446354,0.1
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,162,Verletzung des Fabrikations- und Geschäftsgeheimnisses,13,13,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,163,Betrügerischer Konkurs und Pfändungsbetrug,64,63,1,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,164,Gläubigerschädigung durch Vermögensminderung,9,9,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,165,Misswirtschaft,43,43,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,166,Unterlassung der Buchführung,48,48,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,167,Bevorzugung eines Gläubigers,8,8,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,168,Bestechung bei Zwangsvollstreckung,0,0,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,169,Verfügung über mit Beschlag belegte Vermögenswerte,33,33,0,1446354,0
2015,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,170,Erschleichung eines gerichtlichen Nachlassvertrages,0,0,0,1446354,0
2015,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,173,Üble Nachrede,305,305,0,1446354,0.2
2015,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,174,Verleumdung,290,290,0,1446354,0.2
2015,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,175,Üble Nachrede / Verleumdung Toter,1,1,0,1446354,0
2015,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,177,Beschimpfung,562,562,0,1446354,0.4
2015,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179,Verletzung Schriftgeheimnis,108,108,0,1446354,0.1
2015,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179bis,Abhören und Aufnehmen fremder Gespräche,10,10,0,1446354,0
2015,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179ter,Unbefugtes Aufnehmen von Gesprächen,16,16,0,1446354,0
2015,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179quater,Verletzung des Geheim- und Privatbereichs durch Aufnahmegeräte,116,116,0,1446354,0.1
2015,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179sexies,"Inverkehrbringen und Anpreisen von Abhör-, Ton- und Bildaufnahmegeräten",2,2,0,1446354,0
2015,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179septies,Missbrauch einer Fernmeldeanlage,419,418,1,1446354,0.3
2015,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179novies,Unbefugtes Beschaffen von Personendaten,8,7,1,1446354,0
2015,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179decies,Identitätsmissbrauch,0,0,0,1446354,0
2015,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,180,Drohung,1695,1695,0,1446354,1.2
2015,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,181,Nötigung,729,630,99,1446354,0.5
2015,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,181a,"Zwangsheirat, erzwungene eingetragene Partnerschaft",0,0,0,1446354,0
2015,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,182,Menschenhandel,15,15,0,1446354,0
2015,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,183,Freiheitsberaubung/Entführung,54,44,10,1446354,0
2015,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,184,Erschwerende Umstände,0,0,0,1446354,0
2015,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,185,Geiselnahme,1,1,0,1446354,0
2015,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,186,Hausfriedensbruch,1116,1115,1,1446354,0.8
2015,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,186,Hausfriedensbruch und Diebstahl,9183,9139,44,1446354,6.3
2015,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,187,Sexuelle Handlungen mit Kindern,217,192,25,1446354,0.2
2015,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,188,Sexuelle Handlungen mit Abhängigen,2,2,0,1446354,0
2015,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,189,Sexuelle Nötigung,200,186,14,1446354,0.1
2015,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,190,Vergewaltigung,134,113,21,1446354,0.1
2015,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,191,Schändung,47,46,1,1446354,0
2015,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,192,Sexuelle Handlungen Insassen,2,2,0,1446354,0
2015,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,193,Ausnützung der Notlage,5,4,1,1446354,0
2015,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,194,Exhibitionismus,170,170,0,1446354,0.1
2015,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,195,Förderung der Prostitution,19,17,2,1446354,0
2015,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,196,Sexuelle Handlungen mit Minderjährigen gegen Entgelt,7,3,4,1446354,0
2015,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,197,Pornografie,198,196,2,1446354,0.1
2015,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,198,Sexuelle Belästigungen,274,273,1,1446354,0.2
2015,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,199,Unzulässige Ausübung Prostitution,874,874,0,1446354,0.6
2015,311.0,StGB,6,Total gegen die Familie,5,Total übrige Titel StGB,213,Inzest,0,0,0,1446354,0
2015,311.0,StGB,6,Total gegen die Familie,5,Total übrige Titel StGB,215,Mehrfache Ehe oder eingetragene Partnerschaft,1,1,0,1446354,0
2015,311.0,StGB,6,Total gegen die Familie,5,Total übrige Titel StGB,217,Vernachlässigung von Unterhaltspflichten,56,56,0,1446354,0
2015,311.0,StGB,6,Total gegen die Familie,5,Total übrige Titel StGB,219,Verletzung der Fürsorge- / Erziehungspflicht,20,20,0,1446354,0
2015,311.0,StGB,6,Total gegen die Familie,5,Total übrige Titel StGB,220,Entziehen von Unmündigen,28,28,0,1446354,0
2015,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,221,Brandstiftung,114,77,37,1446354,0.1
2015,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,222,Fahrlässige Verursachung Feuersbrunst,51,51,0,1446354,0
2015,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,223,Verursachung Explosion,2,2,0,1446354,0
2015,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,224,Gefährdung durch Sprengstoffe und giftige Gase in verbrecherischer Absicht,54,53,1,1446354,0
2015,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,225,Fahrlässige Gefährdung,6,6,0,1446354,0
2015,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,226,Herstellen/Verbergen/Weiterschaffen von Sprengstoff giftigen Gasen,0,0,0,1446354,0
2015,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,226bis,Gefährdung durch Kernenergie/Radioaktivität/ionisierende Strahlen,0,0,0,1446354,0
2015,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,226ter,Strafbare Vorbereitungshandlungen (gefährd. Kernenergie / Radioaktiv.),0,0,0,1446354,0
2015,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,227,Verursachen Überschwemmung/Erdsturz,0,0,0,1446354,0
2015,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,228,"Beschädigung von elektrischen Anlagen, Wasserbauten und Schutzvorrichtungen",1,1,0,1446354,0
2015,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,229,Gefährdung durch Verletzung der Regeln der Baukunde,10,10,0,1446354,0
2015,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,230,Beseitigung/Nichtanbringung Sicherheitsvorrichtungen,2,2,0,1446354,0
2015,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,230bis,Gefährdung durch gentechnisch veränderte oder pathogene Organismen,0,0,0,1446354,0
2015,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,231,Verbreiten menschlicher Krankheiten,5,5,0,1446354,0
2015,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,232,Verbreiten von Tierseuchen,0,0,0,1446354,0
2015,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,233,Verbreiten von Schädlingen,0,0,0,1446354,0
2015,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,234,Verunreinigung von Trinkwasser,0,0,0,1446354,0
2015,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,235,Herstellen von gesundheitsschädlichem Futter,0,0,0,1446354,0
2015,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,236,Inverkehrbringen von gesundheitsschädlichem Futter,0,0,0,1446354,0
2015,311.0,StGB,9,Total gegen den öffentlichen Verkehr,5,Total übrige Titel StGB,237,Störung des öffentlichen Verkehrs,96,93,3,1446354,0.1
2015,311.0,StGB,9,Total gegen den öffentlichen Verkehr,5,Total übrige Titel StGB,238,Störung des Eisenbahnverkehrs,42,38,4,1446354,0
2015,311.0,StGB,9,Total gegen den öffentlichen Verkehr,5,Total übrige Titel StGB,239,"Störung von Betrieben, die der Allgemeinheit dienen",26,26,0,1446354,0
2015,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,240,Geldfälschung,44,44,0,1446354,0
2015,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,241,Geldverfälschung,0,0,0,1446354,0
2015,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,242,In Umlaufsetzen Falschgeld,262,250,12,1446354,0.2
2015,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,243,"Nachmachen Banknoten, Münzen, Wertzeichen",1,1,0,1446354,0
2015,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,244,"Einführen, Erwerben, Lagern falschen Geldes",13,13,0,1446354,0
2015,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,245,Fälschung amtlicher Wertzeichen,29,29,0,1446354,0
2015,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,246,Fälschung amtlicher Zeichen,7,7,0,1446354,0
2015,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,247,"Fälschungsgeräte, unrechtmässiger Gebrauch",0,0,0,1446354,0
2015,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,248,Fälschung von Mass und Gewicht,0,0,0,1446354,0
2015,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,251,Urkundenfälschung,1307,1305,2,1446354,0.9
2015,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,252,Fälschung von Ausweisen,791,789,2,1446354,0.5
2015,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,253,Erschleichung einer falschen Beurkundung,69,64,5,1446354,0
2015,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,254,Unterdrückung von Urkunden,9,9,0,1446354,0
2015,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,256,Grenzverrückung,1,1,0,1446354,0
2015,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,257,Beseitigung von Vermessung und Wasserstandszeichen,0,0,0,1446354,0
2015,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,258,Schreckung der Bevölkerung,65,64,1,1446354,0
2015,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,259,Öffentliche Aufforderung zu Vergehen mit Gewalttätigkeit oder zu Verbrechen,7,7,0,1446354,0
2015,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,260,Landfriedensbruch,61,61,0,1446354,0
2015,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,260bis,Strafbare Vorbereitungshandlungen,19,19,0,1446354,0
2015,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,260ter,Kriminelle Organisation,7,7,0,1446354,0
2015,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,260quater,Gefährdung der öffentlichen Sicherheit mit Waffen,0,0,0,1446354,0
2015,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,260quinquies,Finanzierung des Terrorismus,0,0,0,1446354,0
2015,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,260sexies,"Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat",0,0,0,1446354,0
2015,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,261,Störung der Glaubens- und Kultusfreiheit,1,1,0,1446354,0
2015,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,261bis,Diskriminierung und Aufruf zu Hass,15,15,0,1446354,0
2015,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,262,Störung des Totenfriedens,2,2,0,1446354,0
2015,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,263,Verübung einer Tat in selbstverschuldeter Unzurechnungsfähigkeit,59,59,0,1446354,0
2015,311.0,StGB,12.22,Total gegen die Interessen der Völkergemeinschaft,5,Total übrige Titel StGB,264,Völkermord,0,0,0,1446354,0
2015,311.0,StGB,12.22,Total gegen die Interessen der Völkergemeinschaft,5,Total übrige Titel StGB,264a,Verbrechen gegen die Menschlichkeit,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,265,Hochverrat,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,266,Angriffe auf die Unabhängigkeit der Eidgenossenschaft,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,266bis,Ausländische Unternehmungen/Bestrebungen gegen Sicherheit der Schweiz,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,267,Diplomatischer Landesverrat,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,268,Verrücken Grenzzeichen,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,269,Verletzung schweizerischer Gebietshoheit,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,270,Tätliche Angriffe auf schweizerische Hoheitszeichen,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,271,Verbotene Handlungen für einen fremden Staat,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,272,Politischer Nachrichtendienst,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,273,Wirtschaftlicher Nachrichtendienst,7,7,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,274,Militärischer Nachrichtendienst,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,275,Gefährdung der verfassungsmässigen Ordnung,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,275bis,Staatsgefährdende Propaganda,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,275ter,Rechtswidrige Vereinigung,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,276,Aufforderung und Verleitung zur Verletzung militärischer Dienstpflicht,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,277,Fälschung von Aufgeboten oder Weisungen,0,0,0,1446354,0
2015,311.0,StGB,13,Total gegen Staat und Landesverteidigung,5,Total übrige Titel StGB,278,Störung des Militärdienstes,0,0,0,1446354,0
2015,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,279,Störung/Hinderung von Wahlen/Abstimmungen,0,0,0,1446354,0
2015,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,280,Eingriffe in Stimm-/Wahlrecht,0,0,0,1446354,0
2015,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,281,Wahlbestechung,1,1,0,1446354,0
2015,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,282,Wahlfälschung,0,0,0,1446354,0
